accession	description	length	host_raw	host_canonical	host_group	host_ambiguous	country_raw	country	collection_date_raw	collection_date	decimal_year	date_precision	strain	isolate	lat_lon	is_vaccine	vaccine_pattern	has_H	H_length	H_source	has_F	has_N	is_complete_genome	exclude_reason
OM811640.1	Canine morbillivirus isolate Hungary/2006, partial genome	15308	Lutra lutra	Lutra sp.	mustelid	False	Hungary	Hungary	23-Nov-2006	2006-11-23	2006.8931506849315	day		Hungary/2006		False		True	1824	annotation	True	True	False	
PX224982.1	UNVERIFIED: Morbillivirus canis isolate TR-5/ similar to H protein genomic sequence	1188	canine	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2024	2024	2024.5	year		TR-5/		False		True	1188	length_heuristic_partial	False	False	False	
PX224981.1	UNVERIFIED: Morbillivirus canis isolate TR-18/ similar to H protein genomic sequence	1188	canine	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2024	2024	2024.5	year		TR-18/		False		True	1188	length_heuristic_partial	False	False	False	
PP847349.1	Morbillivirus canis isolate CT-1_BR, complete genome	15749	Cerdocyon thous	Cerdocyon thous	wild_canid	False	Brazil	Brazil	Jun-2018	2018-06	2018.454794520548	month		CT-1_BR		False		True	1824	annotation	True	True	True	
PX049103.1	Morbillivirus canis isolate Farid3C114 hemagglutinin (H) gene, partial cds	551	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		Farid3C114		False		True	551	annotation	False	False	False	
PV982277.1	Morbillivirus canis isolate S11Kashi114 hemagglutinin (H) gene, partial cds	546	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S11Kashi114		False		True	546	annotation	False	False	False	
PV982276.1	Morbillivirus canis isolate S10Kashi114 hemagglutinin (H) gene, partial cds	546	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S10Kashi114		False		True	546	annotation	False	False	False	
PV982275.1	Morbillivirus canis isolate S9Kashi114 hemagglutinin (H) gene, partial cds	546	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S9Kashi114		False		True	546	annotation	False	False	False	
PV982274.1	Morbillivirus canis isolate S8Kashi114 hemagglutinin (H) gene, partial cds	546	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S8Kashi114		False		True	546	annotation	False	False	False	
PV982273.1	Morbillivirus canis isolate S7Kashi114 hemagglutinin (H) gene, partial cds	546	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S7Kashi114		False		True	546	annotation	False	False	False	
PV982272.1	Morbillivirus canis isolate S6Kashi114 hemagglutinin (H) gene, partial cds	546	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S6Kashi114		False		True	546	annotation	False	False	False	
PV982271.1	Morbillivirus canis isolate S5Kashi114 hemagglutinin (H) gene, partial cds	546	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S5Kashi114		False		True	546	annotation	False	False	False	
PV982270.1	Morbillivirus canis isolate S4Kashi114 hemagglutinin (H) gene, partial cds	546	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S4Kashi114		False		True	546	annotation	False	False	False	
PV982269.1	Morbillivirus canis isolate S3Kashi114 hemagglutinin (H) gene, partial cds	431	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S3Kashi114		False		True	431	annotation	False	False	False	
PV978372.1	Morbillivirus canis isolate S2Kashi114 hemagglutinin (H) gene, partial cds	551	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S2Kashi114		False		True	551	annotation	False	False	False	
PV978371.1	Morbillivirus canis isolate S1Kashi114 hemagglutinin (H) gene, partial cds	550	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Iran: Tehran	Iran	2025	2025	2025.5	year		S1Kashi114		False		True	550	annotation	False	False	False	
PV778034.1	Morbillivirus canis isolate CDV/TUR/6535/2025, complete genome	15643	Shepherd dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2025	2025	2025.5	year		CDV/TUR/6535/2025		False		True	1824	annotation	True	True	True	
PV778033.1	Morbillivirus canis isolate CDV/TUR/6529/2025, complete genome	15659	Shepherd dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2025	2025	2025.5	year		CDV/TUR/6529/2025		False		True	1824	annotation	True	True	True	
PV712681.1	Morbillivirus canis isolate CDV/INDIA/TR25 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Agartala	India	30-Sep-2022	2022-09-30	2022.7452054794521	day		CDV/INDIA/TR25	23.8315 N 91.2868 E	False		True	1824	annotation	False	False	False	
PV712680.1	Morbillivirus canis isolate CDV/INDIA/NL35 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Kohima	India	07-Apr-2023	2023-04-07	2023.2630136986302	day		CDV/INDIA/NL35	25.6816 N 94.1069 E	False		True	1824	annotation	False	False	False	
PV712679.1	Morbillivirus canis isolate CDV/INDIA/AS22 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Guwahati	India	08-Sep-2023	2023-09-08	2023.6849315068494	day		CDV/INDIA/AS22	26.1158 N 91.7086 E	False		True	1824	annotation	False	False	False	
PV712678.1	Morbillivirus canis isolate CDV/INDIA/AS13 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Guwahati	India	22-Jun-2022	2022-06-22	2022.4712328767123	day		CDV/INDIA/AS13	26.1158 N 91.7086 E	False		True	1824	annotation	False	False	False	
PV712677.1	Morbillivirus canis isolate CDV/INDIA/MLD17 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Shillong	India	11-Aug-2023	2023-08-11	2023.6082191780822	day		CDV/INDIA/MLD17	25.5788 N 91.8933 E	False		True	1824	annotation	False	False	False	
PV712676.1	Morbillivirus canis isolate CDV/INDIA/MLD15 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Shillong	India	13-Sep-2022	2022-09-13	2022.6986301369864	day		CDV/INDIA/MLD15	25.5788 N 91.8933 E	False		True	1824	annotation	False	False	False	
PV712675.1	Morbillivirus canis isolate CDV/INDIA/MN41 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Imphal	India	04-Dec-2022	2022-12-04	2022.9232876712329	day		CDV/INDIA/MN41	24.8170 N 93.9368 E	False		True	1824	annotation	False	False	False	
PV712674.1	Morbillivirus canis isolate CDV/INDIA/MN39 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Imphal	India	11-Jun-2022	2022-06-11	2022.441095890411	day		CDV/INDIA/MN39	24.8170 N 93.9368 E	False		True	1824	annotation	False	False	False	
PV712673.1	Morbillivirus canis isolate CDV/INDIA/SK30 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Gangtok	India	21-Feb-2022	2022-02-21	2022.1397260273973	day		CDV/INDIA/SK30	27.3314 N 88.6138 E	False		True	1824	annotation	False	False	False	
PV712672.1	Morbillivirus canis isolate CDV/INDIA/AP50 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Seppa	India	27-Apr-2022	2022-04-27	2022.317808219178	day		CDV/INDIA/AP50	27.3610 N 93.0393 E	False		True	1824	annotation	False	False	False	
PV712671.1	Morbillivirus canis isolate CDV/INDIA/AP05 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Itanagar	India	01-Mar-2022	2022-03-01	2022.1616438356164	day		CDV/INDIA/AP05	27.0860 N 93.6175 E	False		True	1824	annotation	False	False	False	
PV712670.1	Morbillivirus canis isolate CDV/INDIA/MZ58 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Aizawl	India	19-Aug-2023	2023-08-19	2023.6301369863013	day		CDV/INDIA/MZ58	23.7307 N 92.7173 E	False		True	1824	annotation	False	False	False	
PV712668.1	Morbillivirus canis isolate CDV/INDIA/MZ05 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India: Aizawl	India	26-Jul-2022	2022-07-26	2022.5643835616438	day		CDV/INDIA/MZ05	23.7307 N 92.7173 E	False		True	1824	annotation	False	False	False	
PV551190.1	Canine distemper virus isolate CDV-IST-50 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2023	2023	2023.5	year		CDV-IST-50	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551189.1	Canine distemper virus isolate CDV-IST-49 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2023	2023	2023.5	year		CDV-IST-49	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551188.1	Canine distemper virus isolate CDV-IST-48 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-48	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551187.1	Canine distemper virus isolate CDV-IST-47 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-47	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551186.1	Canine distemper virus isolate CDV-IST-46 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-46	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551185.1	Canine distemper virus isolate CDV-IST-45 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-45	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551184.1	Canine distemper virus isolate CDV-IST-44 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-44	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551183.1	Canine distemper virus isolate CDV-IST-43 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-43	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551182.1	Canine distemper virus isolate CDV-IST-42 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-42	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551181.1	Canine distemper virus isolate CDV-IST-41 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-41	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551180.1	Canine distemper virus isolate CDV-IST-40 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-40	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551179.1	Canine distemper virus isolate CDV-IST-39 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-39	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551178.1	Canine distemper virus isolate CDV-IST-38 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2022	2022	2022.5	year		CDV-IST-38	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551177.1	Canine distemper virus isolate CDV-IST-37 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2021	2021	2021.5	year		CDV-IST-37	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551176.1	Canine distemper virus isolate CDV-IST-36 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2021	2021	2021.5	year		CDV-IST-36	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551175.1	Canine distemper virus isolate CDV-IST-35 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2021	2021	2021.5	year		CDV-IST-35	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551174.1	Canine distemper virus isolate CDV-IST-34 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2021	2021	2021.5	year		CDV-IST-34	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551173.1	Canine distemper virus isolate CDV-IST-33 hemagglutinin (H) gene, partial cds	486	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2021	2021	2021.5	year		CDV-IST-33	40.58 N 29.4 E	False		True	486	annotation	False	False	False	
PV551172.1	Canine distemper virus isolate CDV-IST-32 hemagglutinin (H) gene, partial cds	487	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2021	2021	2021.5	year		CDV-IST-32	40.58 N 29.4 E	False		True	487	annotation	False	False	False	
PV551171.1	Canine distemper virus isolate CDV-IST-31 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2021	2021	2021.5	year		CDV-IST-31	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551170.1	Canine distemper virus isolate CDV-IST-30 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2021	2021	2021.5	year		CDV-IST-30	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551169.1	Canine distemper virus isolate CDV-IST-29 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2021	2021	2021.5	year		CDV-IST-29	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551168.1	Canine distemper virus isolate CDV-IST-28 hemagglutinin (H) gene, partial cds	487	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2020	2020	2020.5	year		CDV-IST-28	40.58 N 29.4 E	False		True	487	annotation	False	False	False	
PV551167.1	Canine distemper virus isolate CDV-IST-27 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2020	2020	2020.5	year		CDV-IST-27	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551166.1	Canine distemper virus isolate CDV-IST-26 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2020	2020	2020.5	year		CDV-IST-26	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551165.1	Canine distemper virus isolate CDV-IST-25 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2020	2020	2020.5	year		CDV-IST-25	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551164.1	Canine distemper virus isolate CDV-IST-24 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2020	2020	2020.5	year		CDV-IST-24	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551163.1	Canine distemper virus isolate CDV-IST-23 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2020	2020	2020.5	year		CDV-IST-23	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551162.1	Canine distemper virus isolate CDV-IST-22 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2020	2020	2020.5	year		CDV-IST-22	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551161.1	Canine distemper virus isolate CDV-IST-21 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2019	2019	2019.5	year		CDV-IST-21	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551160.1	Canine distemper virus isolate CDV-IST-20 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2019	2019	2019.5	year		CDV-IST-20	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551159.1	Canine distemper virus isolate CDV-IST-19 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2019	2019	2019.5	year		CDV-IST-19	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551158.1	Canine distemper virus isolate CDV-IST-18 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2019	2019	2019.5	year		CDV-IST-18	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551157.1	Canine distemper virus isolate CDV-IST-17 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2019	2019	2019.5	year		CDV-IST-17	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551156.1	Canine distemper virus isolate CDV-IST-16 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2019	2019	2019.5	year		CDV-IST-16	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551155.1	Canine distemper virus isolate CDV-IST-15 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2019	2019	2019.5	year		CDV-IST-15	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
PV551154.1	Canine distemper virus isolate CDV-IST-14 hemagglutinin (H) gene, partial cds	489	domestic dog	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	2019	2019	2019.5	year		CDV-IST-14	40.58 N 29.4 E	False		True	489	annotation	False	False	False	
